"postcode","latitude","longitude"
"M5 4TL","53.477178","-2.285979"
"M5 4TN","53.475687","-2.266006"
"M5 4TP","53.473818","-2.265678"
"M5 4TQ","53.475253","-2.267223"
"M5 4TR","53.476246","-2.2686"
"M5 4TS","53.476016","-2.26756"
"M5 4TW","53.475272","-2.266726"
"M5 4TX","53.472877","-2.268006"
"M5 4UA","53.476878","-2.287303"
"M5 4UB","53.473597","-2.267876"
"M5 4UD","53.479755","-2.290169"
"M5 4UE","53.473258","-2.267015"
"M5 4UF","53.480989","-2.293388"
"M5 4UG","53.480674","-2.289604"
"M5 4UH","53.480602","-2.29334"
"M5 4UJ","53.480479","-2.2923"
"M5 4UL","53.480284","-2.291334"
"M5 4UN","53.480284","-2.291334"
"M5 4UP","53.480674","-2.289604"
"M5 4UQ","53.480674","-2.289604"
"M5 4UR","53.48021","-2.28844"
"M5 4US","53.480322","-2.286769"
"M5 4UT","53.480322","-2.286769"
"M5 4UU","53.472684","-2.266424"
"M5 4UW","53.480284","-2.291334"
"M5 4UY","53.479913","-2.264735"
"M5 4WB","53.480512","-2.266004"
"M5 4WN","53.481245","-2.271916"
"M5 4WT","53.483487","-2.270651"
"M5 4WU","53.485157","-2.271671"
"M5 4WX","53.484281","-2.273353"
"M5 4XL","53.4812","-2.280431"
"M5 4XP","53.47777","-2.262085"
"M5 4XQ","53.47777","-2.262085"
"M5 4XR","53.477787","-2.262793"
"M5 4XS","53.477102","-2.263587"
"M5 4XT","53.476878","-2.263209"
"M5 4XU","53.476878","-2.263209"
"M5 4YA","53.472877","-2.268006"
"M5 4YB","53.472877","-2.268006"
"M5 4YD","53.473519","-2.266127"
"M5 4YE","53.473519","-2.266127"
"M5 4YF","53.473519","-2.266127"
"M5 4YG","53.473377","-2.265433"
"M5 4YH","53.473377","-2.265433"
"M5 4YJ","53.473377","-2.265433"
"M5 4YL","53.479913","-2.264735"
"M5 4YN","53.479851","-2.264162"
"M5 4YP","53.479888","-2.263951"
"M5 4YQ","53.479888","-2.263951"
"M5 4YR","53.479547","-2.263678"
"M5 4YS","53.479521","-2.263271"
"M5 4YT","53.479655","-2.263286"
"M5 4YU","53.479441","-2.262728"
"M5 4YW","53.479008","-2.263207"
"M5 4YY","53.476878","-2.263209"
"M5 4YZ","53.482735","-2.264827"
"M5 4ZA","53.48257","-2.266077"
"M5 4ZB","53.482483","-2.265127"
"M5 4ZD","53.482483","-2.265127"
"M5 4ZE","53.48258","-2.265911"
"M5 4ZF","53.48258","-2.265911"
"M5 4ZG","53.482633","-2.266409"
"M5 4ZH","53.482624","-2.266424"
"M5 4ZJ","53.48005","-2.267553"
"M5 4ZL","53.479008","-2.263207"
"M5 4ZP","53.479854","-2.266889"
"M5 4ZQ","53.479854","-2.266889"
"M5 5AA","53.484871","-2.307761"
"M5 5AB","53.48495","-2.328769"
"M5 5AD","53.484908","-2.327835"
"M5 5AE","53.48483","-2.32687"
"M5 5AF","53.484674","-2.324683"
"M5 5AG","53.484624","-2.329822"
"M5 5AH","53.484641","-2.323734"
"M5 5AJ","53.484553","-2.322814"
"M5 5AL","53.484332","-2.321259"
"M5 5AN","53.485342","-2.309844"
"M5 5AP","53.484214","-2.321771"
"M5 5AQ","53.485035","-2.310279"
"M5 5AT","53.484725","-2.325633"
"M5 5AU","53.484211","-2.309565"
"M5 5BB","53.484934","-2.30083"
"M5 5BD","53.483648","-2.314986"
"M5 5BJ","53.483347","-2.312828"
"M5 5BL","53.483359","-2.31206"
"M5 5BN","53.483378","-2.311699"
"M5 5BU","53.483193","-2.310341"
"M5 5BW","53.483083","-2.311019"
"M5 5BX","53.482899","-2.309299"
"M5 5BY","53.483059","-2.309933"
"M5 5BZ","53.482242","-2.302574"
"M5 5DP","53.48092","-2.302941"
"M5 5DQ","53.480896","-2.305156"
"M5 5DY","53.48182","-2.302526"
"M5 5DZ","53.481119","-2.302521"
"M5 5EB","53.482695","-2.308138"
"M5 5ED","53.481941","-2.304003"
"M5 5EE","53.482716","-2.307068"
"M5 5EG","53.484522","-2.310591"
"M5 5ER","53.485184","-2.311953"
"M5 5ES","53.485545","-2.311549"
"M5 5ET","53.485691","-2.310781"
"M5 5EU","53.486515","-2.311692"
"M5 5EY","53.485768","-2.311746"
"M5 5EZ","53.488199","-2.306927"
"M5 5FD","53.482628","-2.306419"
"M5 5FJ","53.485611","-2.303216"
"M5 5FL","53.48583","-2.305704"
"M5 5FN","53.484294","-2.311584"
"M5 5FP","53.485633","-2.30516"
"M5 5FR","53.484773","-2.310971"
"M5 5FS","53.485681","-2.311158"
"M5 5FT","53.486086","-2.310452"
"M5 5FU","53.486181","-2.312202"
"M5 5FW","53.484467","-2.307985"
"M5 5FX","53.484815","-2.308635"
"M5 5FY","53.484093","-2.309956"
"M5 5FZ","53.484342","-2.310756"
"M5 5GA","53.481047","-2.295167"
"M5 5GB","53.481563","-2.301168"
"M5 5GG","53.481213","-2.297338"
"M5 5GH","53.481045","-2.296161"
"M5 5GJ","53.481142","-2.296976"
"M5 5GL","53.481098","-2.296568"
"M5 5GN","53.481994","-2.300959"
"M5 5GX","53.481211","-2.29791"
"M5 5HA","53.484761","-2.305199"
"M5 5HD","53.483571","-2.306501"
"M5 5HE","53.4856","-2.30748"
"M5 5HF","53.485157","-2.308335"
"M5 5HG","53.484912","-2.306179"
"M5 5HH","53.484877","-2.309118"
"M5 5HJ","53.484563","-2.30901"
"M5 5HL","53.484231","-2.30854"
"M5 5HN","53.483856","-2.307875"
"M5 5HP","53.484522","-2.307367"
"M5 5HQ","53.484615","-2.306027"
"M5 5HR","53.485027","-2.306858"
"M5 5HS","53.485342","-2.306182"
"M5 5HT","53.486183","-2.304666"
"M5 5HU","53.486204","-2.306882"
"M5 5HW","53.484","-2.307635"
"M5 5HX","53.486214","-2.30652"
"M5 5HY","53.48615","-2.307138"
"M5 5HZ","53.48614","-2.307499"
"M5 5JA","53.48677","-2.306992"
"M5 5JB","53.486612","-2.305694"
"M5 5JD","53.487408","-2.307011"
"M5 5JE","53.487226","-2.307899"
"M5 5JF","53.488369","-2.307395"
"M5 5JG","53.486844","-2.306239"
"M5 5JH","53.489476","-2.309859"
"M5 5JJ","53.487746","-2.308415"
"M5 5JL","53.486343","-2.308359"
"M5 5JN","53.487085","-2.306918"
"M5 5JP","53.486129","-2.307845"
"M5 5JQ","53.488511","-2.308014"
"M5 5JR","53.485461","-2.309137"
"M5 5JS","53.484348","-2.301579"
"M5 5JT","53.484932","-2.301613"
"M5 5JU","53.484504","-2.303765"
"M5 5JX","53.484354","-2.302785"
"M5 5JY","53.484732","-2.302652"
"M5 5JZ","53.485118","-2.30267"
"M5 5LA","53.484924","-2.301312"
"M5 5LB","53.488061","-2.304483"
"M5 5LD","53.487865","-2.304211"
"M5 5LE","53.486398","-2.301157"
"M5 5LF","53.487213","-2.302398"
"M5 5LG","53.487242","-2.305232"
"M5 5LH","53.486451","-2.30185"
"M5 5LJ","53.485325","-2.30252"
"M5 5LL","53.486206","-2.302768"
"M5 5LN","53.486329","-2.303718"
"M5 5LP","53.487596","-2.303742"
"M5 5LQ","53.487602","-2.305204"
"M5 5LR","53.486991","-2.304868"
"M5 5LS","53.487518","-2.306093"
"M5 5LT","53.487767","-2.307195"
"M5 5LU","53.488685","-2.30693"
"M5 5LW","53.48776","-2.303095"
"M5 5LX","53.488746","-2.304218"
"M5 5LY","53.488605","-2.302981"
"M5 5LZ","53.488046","-2.30373"
"M5 5NA","53.4873","-2.300199"
"M5 5NB","53.486742","-2.300466"
"M5 5NE","53.486076","-2.300793"
"M5 5NG","53.480316","-2.30027"
"M5 5NN","53.480948","-2.298827"
"M5 5NQ","53.4875","-2.302777"
"M5 5NS","53.488705","-2.30589"
"M5 5NT","53.488366","-2.305014"
"M5 5NU","53.488361","-2.303537"
"M5 5NZ","53.48173","-2.302223"
"M5 5QX","53.481881","-2.299648"
"M5 5QY","53.481325","-2.299207"
"M5 5QZ","53.481539","-2.296421"
"M5 5RW","53.484745","-2.304686"
"M5 5SJ","53.48333","-2.312829"
"M5 5TA","53.485846","-2.309531"
"M5 5TB","53.486689","-2.310049"
"M5 5TD","53.486117","-2.309111"
"M5 5TE","53.486862","-2.309493"
"M5 5WG","53.480493","-2.301235"
"M5 5WJ","53.481204","-2.300864"
"M5 5WQ","53.480495","-2.300527"
"M5 5WR","53.480917","-2.30056"
"M50 1AU","53.482716","-2.327471"
"M50 1AW","53.483714","-2.327373"
"M50 1AY","53.483601","-2.32252"
"M50 1AZ","53.4837","-2.325972"
"M50 1BA","53.483375","-2.319217"
"M50 1BB","53.483139","-2.316729"
"M50 1BX","53.481356","-2.311472"
"M50 1DB","53.481462","-2.308882"
"M50 1DE","53.48206","-2.310182"
"M50 1DG","53.477379","-2.306396"
"M50 1DH","53.482228","-2.308149"
"M50 1DJ","53.482228","-2.308149"
"M50 1DL","53.477535","-2.311444"
"M50 1DN","53.48183","-2.305765"
"M50 1DR","53.477259","-2.31084"
"M50 1DS","53.477689","-2.307754"
"M50 1DT","53.479408","-2.306817"
"M50 1DU","53.481001","-2.306407"
"M50 1DX","53.481663","-2.307135"
"M50 1EB","53.481573","-2.307617"
"M50 1EP","53.482589","-2.311045"
"M50 1EW","53.48186","-2.311462"
"M50 1FB","53.48205","-2.307077"
"M50 1GU","53.480084","-2.306612"
"M50 1RD","53.480673","-2.328495"
"M50 1RE","53.482575","-2.322813"
"M50 1RF","53.481737","-2.32677"
"M50 1SW","53.482498","-2.314872"
"M50 1SY","53.482498","-2.314872"
"M50 1UU","53.476126","-2.307517"
"M50 1WH","53.484812","-2.309961"
"M50 1YX","53.482216","-2.312277"
"M50 1ZD","53.482667","-2.328615"
"M50 2AA","53.473654","-2.304381"
"M50 2AB","53.473677","-2.301759"
"M50 2AD","53.472519","-2.301118"
"M50 2AE","53.472519","-2.301118"
"M50 2AF","53.472519","-2.301118"
"M50 2AG","53.472815","-2.301648"
"M50 2AH","53.472815","-2.301648"
"M50 2AJ","53.472815","-2.301648"
"M50 2AL","53.474106","-2.299367"
"M50 2AN","53.474106","-2.299367"
"M50 2AP","53.474215","-2.298825"
"M50 2AQ","53.474215","-2.298825"
"M50 2AR","53.474106","-2.299367"
"M50 2AS","53.476601","-2.293508"
"M50 2BA","53.47313","-2.298004"
"M50 2BB","53.47313","-2.298004"
"M50 2BH","53.472056","-2.29988"
"M50 2EQ","53.474102","-2.297634"
"M50 2GE","53.476344","-2.299775"
"M50 2GF","53.475684","-2.297495"
"M50 2GL","53.478076","-2.297165"
"M50 2GN","53.479049","-2.299763"
"M50 2GQ","53.480142","-2.293864"
"M50 2GR","53.479535","-2.292247"
"M50 2GT","53.475755","-2.290806"
"M50 2GY","53.475126","-2.294207"
"M50 2GZ","53.476984","-2.29889"
"M50 2HA","53.474386","-2.29164"
"M50 2HB","53.474386","-2.29164"
"M50 2HD","53.474386","-2.29164"
"M50 2HE","53.473052","-2.297115"
"M50 2HF","53.472817","-2.296962"
"M50 2HG","53.474295","-2.292106"
"M50 2HH","53.474295","-2.292106"
"M50 2HJ","53.474295","-2.292106"
"M50 2HL","53.473994","-2.29355"
"M50 2HN","53.473994","-2.29355"
"M50 2HP","53.473994","-2.29355"
"M50 2HT","53.473307","-2.299437"
"M50 2LH","53.472878","-2.298108"
"M50 2NP","53.480285","-2.29825"
"M50 2NT","53.473324","-2.299437"
"M50 2PF","53.474141","-2.296128"
"M50 2PQ","53.478401","-2.292782"
"M50 2PU","53.477184","-2.294462"
"M50 2PW","53.479712","-2.293711"
"M50 2QH","53.471762","-2.299049"
"M50 2QL","53.477134","-2.299674"
"M50 2QP","53.477459","-2.291736"
"M50 2QW","53.476498","-2.298766"
"M50 2RP","53.478614","-2.293868"
"M50 2SN","53.478699","-2.292016"
"M50 2ST","53.472857","-2.299675"
"M50 2TG","53.473581","-2.300734"
"M50 2TH","53.472117","-2.300558"
"M50 2TJ","53.472117","-2.300558"
"M50 2TR","53.479339","-2.288178"
"M50 2UD","53.476561","-2.288355"
"M50 2UE","53.475303","-2.305929"
"M50 2UF","53.47664","-2.288853"
"M50 2UG","53.47681","-2.289427"
"M50 2UW","53.47539","-2.296408"
"M50 2UX","53.479228","-2.289157"
"M50 2WH","53.4812","-2.280431"
"M50 2WQ","53.4812","-2.280431"
"M50 2WR","53.4812","-2.280431"
"M50 2XD","53.477735","-2.28984"
"M50 2XE","53.4812","-2.280431"
"M50 2XH","53.478758","-2.290299"
"M50 2XS","53.479493","-2.29074"
"M50 2XU","53.481217","-2.28043"
"M50 2XZ","53.481217","-2.28043"
"M50 2ZY","53.479829","-2.29683"
"M50 3AA","53.471961","-2.283051"
"M50 3AB","53.471787","-2.295629"
"M50 3AD","53.466719","-2.284055"
"M50 3AE","53.466142","-2.284639"
"M50 3AF","53.466529","-2.284596"
"M50 3AG","53.470859","-2.293198"
"M50 3AH","53.470896","-2.293062"
"M50 3AJ","53.467165","-2.285218"
"M50 3AL","53.467165","-2.285218"
"M50 3AN","53.466824","-2.28499"
"M50 3AP","53.466824","-2.28499"
"M50 3AQ","53.467222","-2.284194"
"M50 3AR","53.467222","-2.284194"
"M50 3AS","53.466529","-2.284596"
"M50 3AT","53.466529","-2.284596"
"M50 3AU","53.46626","-2.284173"
"M50 3AW","53.46626","-2.284173"
"M50 3AX","53.470648","-2.291434"
"M50 3AY","53.470648","-2.291434"
"M50 3AZ","53.47074","-2.294071"
"M50 3BA","53.470398","-2.294309"
"M50 3BB","53.473014","-2.294011"
"M50 3BD","53.473187","-2.293334"
"M50 3BE","53.473332","-2.292672"
"M50 3BF","53.472123","-2.28712"
"M50 3BG","53.475514","-2.285877"
"M50 3BL","53.467597","-2.285372"
"M50 3BN","53.467597","-2.285372"
"M50 3BP","53.467597","-2.285372"
"M50 3BS","53.467597","-2.285372"
"M50 3DJ","53.472747","-2.285271"
"M50 3DL","53.472747","-2.285271"
"M50 3DN","53.472747","-2.285271"
"M50 3DP","53.472747","-2.285271"
"M50 3RA","53.470182","-2.294594"
"M50 3RB","53.470182","-2.294594"
"M50 3SA","53.474414","-2.287753"
"M50 3SB","53.474414","-2.287753"
"M50 3SD","53.474297","-2.287617"
"M50 3SE","53.474532","-2.287227"
"M50 3SF","53.474151","-2.288429"
"M50 3SG","53.468823","-2.284145"
"M50 3SH","53.474151","-2.288429"
"M50 3SJ","53.474151","-2.288429"
"M50 3SN","53.468121","-2.284382"
"M50 3SP","53.473779","-2.290235"
"M50 3SQ","53.471231","-2.288003"
"M50 3SR","53.468842","-2.283558"
"M50 3SS","53.468617","-2.283888"
"M50 3ST","53.469192","-2.283726"
"M50 3SU","53.469459","-2.284511"
"M50 3TS","53.472644","-2.294943"
"M50 3TT","53.47118","-2.290141"
"M50 3TU","53.472225","-2.289607"
"M50 3TW","53.472644","-2.294943"
"M50 3TX","53.472097","-2.290555"
"M50 3TY","53.471556","-2.29138"
"M50 3TZ","53.472644","-2.294943"
"M50 3UB","53.471322","-2.294541"
"M50 3UP","53.474304","-2.284664"
"M50 3UQ","53.474065","-2.282884"
"M50 3UT","53.47375","-2.283063"
"M50 3WL","53.470478","-2.283177"
"M50 3WP","53.4812","-2.280431"
"M50 3WX","53.4812","-2.280431"
"M50 3WZ","53.4812","-2.280431"
"M50 3XB","53.473652","-2.282625"
"M50 3XE","53.473374","-2.286134"
"M50 3XF","53.468675","-2.285816"
"M50 3XG","53.468833","-2.287444"
"M50 3XL","53.473627","-2.286226"
"M50 3XP","53.466921","-2.286226"
"M50 3XQ","53.468373","-2.287863"
"M50 3XR","53.469223","-2.285971"
"M50 3XT","53.472227","-2.288868"
"M50 3XU","53.472488","-2.288297"
"M50 3XW","53.469657","-2.288142"
"M50 3XZ","53.472645","-2.282814"
"M50 3YH","53.473065","-2.287835"
"M50 3YJ","53.47404","-2.286319"
"M50 3YL","53.474416","-2.286502"
"M50 3YW","53.473995","-2.286349"
"M50 3YY","53.481217","-2.28043"
"M50 3ZE","53.4812","-2.280431"
"M50 3ZP","53.474728","-2.28432"
"M50 3ZT","53.4812","-2.280431"
"M50 3ZW","53.470355","-2.293058"
"M6 5AA","53.484106","-2.279003"
"M6 5AB","53.483341","-2.279691"
"M6 5AD","53.483644","-2.280492"
"M6 5AE","53.483934","-2.279725"
"M6 5AN","53.486994","-2.28181"
"M6 5AT","53.487151","-2.280184"
"M6 5AW","53.486994","-2.28181"
"M6 5BD","53.486261","-2.298654"
"M6 5BF","53.489464","-2.293929"
"M6 5BJ","53.489592","-2.292754"
"M6 5BR","53.491592","-2.287327"
"M6 5BS","53.489874","-2.280247"
"M6 5BT","53.490242","-2.280566"
"M6 5BU","53.486473","-2.285016"
"M6 5BW","53.489864","-2.279959"
"M6 5BY","53.489603","-2.280742"
"M6 5BZ","53.491132","-2.283615"
"M6 5DH","53.483819","-2.30465"
"M6 5DS","53.489804","-2.287164"
"M6 5DT","53.485798","-2.285493"
"M6 5DU","53.48713","-2.292376"
"M6 5DW","53.48679","-2.291981"
"M6 5DZ","53.48711","-2.293521"
"M6 5EJ","53.487813","-2.281333"
"M6 5EL","53.485717","-2.278064"
"M6 5EN","53.486569","-2.27908"
"M6 5EP","53.486446","-2.292853"
"M6 5EQ","53.487107","-2.279415"
"M6 5ER","53.487157","-2.285097"
"M6 5ES","53.487439","-2.283486"
"M6 5EU","53.48853","-2.282031"
"M6 5EW","53.486569","-2.27908"
"M6 5EY","53.485439","-2.292785"
"M6 5FD","53.488788","-2.287127"
"M6 5FE","53.4812","-2.280431"
"M6 5FG","53.487939","-2.285162"
"M6 5FJ","53.488965","-2.28437"
"M6 5FL","53.485717","-2.278064"
"M6 5FN","53.487559","-2.285989"
"M6 5FQ","53.487939","-2.285162"
"M6 5FR","53.487439","-2.283486"
"M6 5FT","53.488616","-2.28381"
"M6 5FU","53.488996","-2.282713"
"M6 5FW","53.488703","-2.289026"
"M6 5FX","53.488361","-2.284742"
"M6 5FZ","53.483437","-2.302838"
"M6 5GB","53.484647","-2.29694"
"M6 5GD","53.484675","-2.296729"
"M6 5GG","53.48426","-2.297374"
"M6 5GL","53.483627","-2.295004"
"M6 5GN","53.482818","-2.298705"
"M6 5GQ","53.482512","-2.295358"
"M6 5GR","53.483221","-2.295875"
"M6 5GS","53.482661","-2.2967"
"M6 5GT","53.483335","-2.297111"
"M6 5GU","53.482801","-2.298449"
"M6 5GX","53.483327","-2.299793"
"M6 5GY","53.484109","-2.303687"
"M6 5GZ","53.483321","-2.302551"
"M6 5HE","53.489625","-2.282777"
"M6 5HG","53.488129","-2.288208"
"M6 5HH","53.48992","-2.283683"
"M6 5HJ","53.489664","-2.296357"
"M6 5HL","53.488349","-2.282904"
"M6 5HP","53.487719","-2.283232"
"M6 5HR","53.48938","-2.287493"
"M6 5HS","53.489164","-2.287944"
"M6 5HT","53.488741","-2.28779"
"M6 5HU","53.489282","-2.287116"
"M6 5HW","53.488444","-2.28815"
"M6 5JA","53.488797","-2.286704"
"M6 5JE","53.487117","-2.290627"
"M6 5JF","53.48752","-2.291052"
"M6 5JG","53.489608","-2.289861"
"M6 5JJ","53.48598","-2.288751"
"M6 5JN","53.486302","-2.289281"
"M6 5JS","53.489139","-2.286753"
"M6 5JT","53.488062","-2.28985"
"M6 5JX","53.48598","-2.288751"
"M6 5JY","53.488172","-2.292925"
"M6 5JZ","53.487518","-2.291776"
"M6 5LA","53.486297","-2.291481"
"M6 5LB","53.485636","-2.300353"
"M6 5LF","53.485268","-2.300486"
"M6 5LG","53.487309","-2.29298"
"M6 5LH","53.486047","-2.294327"
"M6 5LL","53.488851","-2.287128"
"M6 5LN","53.486687","-2.28975"
"M6 5LP","53.487482","-2.292031"
"M6 5LQ","53.488019","-2.292879"
"M6 5LR","53.487298","-2.293582"
"M6 5LS","53.487325","-2.293839"
"M6 5LT","53.487315","-2.2942"
"M6 5LU","53.485103","-2.294154"
"M6 5LX","53.485626","-2.293887"
"M6 5LZ","53.485672","-2.293345"
"M6 5NA","53.485682","-2.292773"
"M6 5NB","53.486214","-2.292294"
"M6 5ND","53.485648","-2.291959"
"M6 5NE","53.488851","-2.287128"
"M6 5NF","53.486687","-2.28975"
"M6 5NG","53.488547","-2.297329"
"M6 5NH","53.486687","-2.28975"
"M6 5NL","53.484845","-2.293007"
"M6 5NP","53.489074","-2.295238"
"M6 5NQ","53.48935","-2.296053"
"M6 5NR","53.488044","-2.29737"
"M6 5NS","53.48785","-2.299434"
"M6 5NT","53.486772","-2.299275"
"M6 5NU","53.485251","-2.300079"
"M6 5NX","53.486854","-2.298688"
"M6 5NY","53.489271","-2.295525"
"M6 5PA","53.486354","-2.297404"
"M6 5PB","53.486877","-2.296835"
"M6 5PD","53.486274","-2.296996"
"M6 5PE","53.487648","-2.297609"
"M6 5PG","53.487316","-2.29735"
"M6 5PH","53.484624","-2.295025"
"M6 5PL","53.486585","-2.283511"
"M6 5PN","53.486047","-2.294327"
"M6 5PP","53.487206","-2.294577"
"M6 5PQ","53.488049","-2.29517"
"M6 5PR","53.487018","-2.297861"
"M6 5PT","53.485788","-2.2974"
"M6 5PU","53.485568","-2.298785"
"M6 5PW","53.486413","-2.295173"
"M6 5PX","53.484587","-2.29932"
"M6 5PY","53.484741","-2.298945"
"M6 5PZ","53.485731","-2.298424"
"M6 5QD","53.484208","-2.296319"
"M6 5QG","53.483212","-2.295619"
"M6 5QH","53.484597","-2.295296"
"M6 5QN","53.487292","-2.296235"
"M6 5QP","53.484028","-2.296453"
"M6 5QQ","53.483802","-2.296918"
"M6 5QR","53.482582","-2.295991"
"M6 5QS","53.483344","-2.296795"
"M6 5QT","53.482784","-2.297846"
"M6 5QU","53.48345","-2.297685"
"M6 5QW","53.483313","-2.298377"
"M6 5QX","53.485624","-2.283203"
"M6 5QY","53.483203","-2.29922"
"M6 5RB","53.483489","-2.303653"
"M6 5RD","53.483461","-2.303969"
"M6 5RG","53.48357","-2.292848"
"M6 5RL","53.489262","-2.280363"
"M6 5RN","53.490259","-2.284635"
"M6 5RQ","53.487137","-2.289512"
"M6 5RR","53.484942","-2.290054"
"M6 5RS","53.484681","-2.290475"
"M6 5RT","53.484455","-2.290819"
"M6 5RX","53.483266","-2.292078"
"M6 5RY","53.482624","-2.29361"
"M6 5SU","53.487808","-2.291084"
"M6 5SW","53.482631","-2.294409"
"M6 5SY","53.48351","-2.29131"
"M6 5SZ","53.483032","-2.292242"
"M6 5TA","53.489625","-2.282777"
"M6 5TD","53.485987","-2.30028"
"M6 5TE","53.482626","-2.292675"
"M6 5TF","53.482512","-2.291756"
"M6 5TG","53.482575","-2.291334"
"M6 5TH","53.485839","-2.291026"
"M6 5TJ","53.485476","-2.296358"
"M6 5TL","53.486744","-2.288651"
"M6 5TN","53.486744","-2.288651"
"M6 5TQ","53.482098","-2.291662"
"M6 5TR","53.485526","-2.290662"
"M6 5TS","53.48645","-2.298444"
"M6 5TT","53.487591","-2.291384"
"M6 5TU","53.485767","-2.298424"
"M6 5TW","53.483153","-2.298014"
"M6 5TX","53.483563","-2.299208"
"M6 5TY","53.483375","-2.29892"
"M6 5UA","53.486411","-2.28146"
"M6 5UB","53.486078","-2.281397"
"M6 5UD","53.485605","-2.280023"
"M6 5UE","53.485894","-2.279542"
"M6 5UF","53.484996","-2.279084"
"M6 5UG","53.485465","-2.278575"
"M6 5UH","53.48992","-2.283683"
"M6 5UJ","53.487626","-2.288009"
"M6 5UL","53.486434","-2.282892"
"M6 5UN","53.489978","-2.285749"
"M6 5UP","53.482858","-2.300483"
"M6 5UQ","53.483245","-2.300592"
"M6 5UR","53.485084","-2.294516"
"M6 5US","53.485414","-2.280307"
"M6 5UT","53.484397","-2.296124"
"M6 5UU","53.484469","-2.295823"
"M6 5UW","53.487742","-2.295922"
"M6 5UX","53.488269","-2.286159"
"M6 5WA","53.485672","-2.293089"
"M6 5WB","53.485368","-2.292469"
"M6 5WD","53.486196","-2.292037"
"M6 5WG","53.488119","-2.296015"
"M6 5WL","53.489205","-2.292887"
"M6 5WN","53.489859","-2.293871"
"M6 5WP","53.488748","-2.296034"
"M6 5WQ","53.488262","-2.296407"
"M6 5WR","53.48796","-2.298651"
"M6 5WS","53.487202","-2.29961"
"M6 5WT","53.486509","-2.299997"
"M6 5WU","53.485099","-2.299701"
"M6 5WW","53.489371","-2.294771"
"M6 5WX","53.488749","-2.291677"
"M6 5YA","53.486842","-2.299849"
"M6 5YB","53.486149","-2.30019"
"M6 5YD","53.483476","-2.301543"
"M6 6AB","53.491656","-2.275285"
"M6 6AD","53.490956","-2.274753"
"M6 6AE","53.49722","-2.275321"
"M6 6AF","53.490572","-2.273921"
"M6 6AG","53.49802","-2.286103"
"M6 6AH","53.490443","-2.274521"
"M6 6AJ","53.491776","-2.273808"
"M6 6AL","53.49159","-2.272828"
"M6 6AQ","53.49531","-2.273364"
"M6 6AR","53.492742","-2.276256"
"M6 6AS","53.493809","-2.273354"
"M6 6AW","53.493352","-2.272522"
"M6 6AZ","53.495953","-2.271017"
"M6 6BA","53.495993","-2.273489"
"M6 6BB","53.495596","-2.27415"
"M6 6BD","53.495961","-2.275403"
"M6 6BE","53.495799","-2.274963"
"M6 6BF","53.496494","-2.274351"
"M6 6BG","53.495793","-2.274196"
"M6 6BH","53.496188","-2.274756"
"M6 6BJ","53.496153","-2.274123"
"M6 6BL","53.49688","-2.274701"
"M6 6BN","53.497385","-2.27398"
"M6 6BP","53.491205","-2.276111"
"M6 6BQ","53.496892","-2.277414"
"M6 6BR","53.490584","-2.276408"
"M6 6BT","53.498181","-2.279094"
"M6 6BU","53.494356","-2.27322"
"M6 6BW","53.497284","-2.274658"
"M6 6BY","53.49373","-2.272585"
"M6 6DA","53.498771","-2.27257"
"M6 6DD","53.497466","-2.273755"
"M6 6DE","53.497786","-2.27484"
"M6 6DF","53.497239","-2.278683"
"M6 6DG","53.497946","-2.280074"
"M6 6DH","53.497438","-2.278292"
"M6 6DJ","53.497183","-2.279843"
"M6 6DN","53.497629","-2.281067"
"M6 6DP","53.498393","-2.281268"
"M6 6DQ","53.498375","-2.280966"
"M6 6DR","53.497878","-2.278446"
"M6 6DS","53.498217","-2.279397"
"M6 6DT","53.498451","-2.279444"
"M6 6DU","53.498825","-2.28047"
"M6 6DW","53.497819","-2.280586"
"M6 6DY","53.498691","-2.279821"
"M6 6ED","53.497906","-2.277767"
"M6 6EE","53.497108","-2.273089"
"M6 6EF","53.497148","-2.271597"
"M6 6EG","53.496516","-2.272497"
"M6 6EH","53.497883","-2.272371"
"M6 6EL","53.498104","-2.289255"
"M6 6EP","53.496893","-2.273073"
"M6 6EQ","53.496888","-2.271234"
"M6 6ER","53.497658","-2.27246"
"M6 6ES","53.497848","-2.283601"
"M6 6ET","53.498587","-2.281946"
"M6 6EW","53.49991","-2.28577"
"M6 6EY","53.499514","-2.285253"
"M6 6EZ","53.500261","-2.285002"
"M6 6FE","53.497246","-2.28729"
"M6 6FF","53.498498","-2.285397"
"M6 6FG","53.506879","-2.295618"
"M6 6FH","53.49675","-2.272574"
"M6 6FJ","53.495232","-2.272022"
"M6 6FL","53.496139","-2.283527"
"M6 6FN","53.496131","-2.272209"
"M6 6FP","53.492926","-2.274434"
"M6 6FQ","53.495756","-2.27097"
"M6 6FS","53.498199","-2.287115"
"M6 6FY","53.499773","-2.286553"
"M6 6GD","53.493672","-2.289391"
"M6 6GE","53.494614","-2.290362"
"M6 6GG","53.493512","-2.2811"
"M6 6GL","53.493506","-2.275461"
"M6 6GP","53.495242","-2.290425"
"M6 6GQ","53.498767","-2.285776"
"M6 6GR","53.498903","-2.285415"
"M6 6GS","53.493066","-2.286868"
"M6 6GT","53.499318","-2.284694"
"M6 6GU","53.496346","-2.283544"
"M6 6GW","53.49966","-2.284501"
"M6 6GX","53.499582","-2.283369"
