"postcode","latitude","longitude"
"M2 1HN","53.481773","-2.243393"
"M2 1HW","53.481668","-2.242958"
"M2 1HX","53.482672","-2.243624"
"M2 1JR","53.481935","-2.243258"
"M2 1NL","53.481333","-2.244463"
"M2 1NP","53.482881","-2.243116"
"M2 1WB","53.482062","-2.243608"
"M2 1WE","53.482096","-2.244058"
"M2 1WL","53.481872","-2.24424"
"M2 1ZU","53.482226","-2.24272"
"M2 2AA","53.481764","-2.24005"
"M2 2AD","53.479142","-2.24255"
"M2 2AN","53.480349","-2.240899"
"M2 2AS","53.480503","-2.24152"
"M2 2AW","53.480925","-2.240827"
"M2 2BE","53.480717","-2.241052"
"M2 2BG","53.480754","-2.241793"
"M2 2BQ","53.47998","-2.2415"
"M2 2BY","53.480162","-2.241141"
"M2 2EE","53.479628","-2.242025"
"M2 2FE","53.479944","-2.24221"
"M2 2FW","53.479286","-2.24237"
"M2 2JG","53.479988","-2.242632"
"M2 2JJ","53.480986","-2.242351"
"M2 2JT","53.48023","-2.24292"
"M2 3AA","53.478008","-2.242875"
"M2 3AE","53.477442","-2.243173"
"M2 3AF","53.477442","-2.243173"
"M2 3AG","53.480765","-2.239605"
"M2 3AN","53.481506","-2.238663"
"M2 3AQ","53.480901","-2.239365"
"M2 3AW","53.48169","-2.240894"
"M2 3AZ","53.480344","-2.240133"
"M2 3BA","53.480659","-2.239954"
"M2 3BB","53.480495","-2.240706"
"M2 3BD","53.475715","-2.244355"
"M2 3BG","53.476162","-2.244928"
"M2 3DE","53.477442","-2.243173"
"M2 3DW","53.476731","-2.244482"
"M2 3EY","53.475715","-2.244355"
"M2 3FF","53.479732","-2.240416"
"M2 3FU","53.480126","-2.245526"
"M2 3FX","53.478874","-2.242339"
"M2 3GR","53.480793","-2.240331"
"M2 3GX","53.476203","-2.247281"
"M2 3HQ","53.479884","-2.240067"
"M2 3HR","53.47918","-2.241118"
"M2 3HY","53.479732","-2.240416"
"M2 3HZ","53.479515","-2.240791"
"M2 3JB","53.479371","-2.240896"
"M2 3JL","53.478777","-2.24157"
"M2 3LW","53.479055","-2.242039"
"M2 3NG","53.47801","-2.24628"
"M2 3NQ","53.477553","-2.245946"
"M2 3NX","53.477274","-2.246095"
"M2 3WQ","53.47612","-2.243497"
"M2 3WS","53.476016","-2.246466"
"M2 4AA","53.479513","-2.242042"
"M2 4AB","53.479279","-2.242357"
"M2 4AD","53.480445","-2.243418"
"M2 4AF","53.479816","-2.242373"
"M2 4AH","53.481012","-2.242183"
"M2 4AT","53.480193","-2.243537"
"M2 4AW","53.479752","-2.24299"
"M2 4BQ","53.47941","-2.243003"
"M2 4BY","53.479921","-2.243699"
"M2 4DE","53.480075","-2.243913"
"M2 4DF","53.48017","-2.244861"
"M2 4DL","53.480445","-2.243418"
"M2 4DN","53.48011","-2.244486"
"M2 4DU","53.480461","-2.243416"
"M2 4DW","53.480289","-2.244063"
"M2 4EB","53.47994","-2.244169"
"M2 4EG","53.478999","-2.242717"
"M2 4ER","53.479956","-2.244166"
"M2 4EW","53.479454","-2.24335"
"M2 4FN","53.47966","-2.243713"
"M2 4FW","53.480315","-2.244425"
"M2 4HH","53.47985","-2.244017"
"M2 4JA","53.480361","-2.244214"
"M2 4JB","53.480423","-2.244501"
"M2 4JE","53.480865","-2.244656"
"M2 4JF","53.480602","-2.244743"
"M2 4JG","53.480565","-2.24524"
"M2 4JN","53.480387","-2.244696"
"M2 4JQ","53.480954","-2.245079"
"M2 4JR","53.481341","-2.24493"
"M2 4JW","53.480179","-2.244936"
"M2 4LA","53.480412","-2.245284"
"M2 4LG","53.481058","-2.245936"
"M2 4LQ","53.481135","-2.243661"
"M2 4LY","53.48105","-2.245664"
"M2 4LZ","53.48098","-2.245486"
"M2 4ND","53.480987","-2.245393"
"M2 4NG","53.481031","-2.242653"
"M2 4NH","53.48072","-2.244412"
"M2 4NJ","53.48089","-2.244654"
"M2 4PD","53.481073","-2.242877"
"M2 4WG","53.481394","-2.244069"
"M2 4WQ","53.480777","-2.243721"
"M2 4WU","53.480597","-2.242934"
"M2 5AA","53.487378","-2.227194"
"M2 5BG","53.478199","-2.247097"
"M2 5BQ","53.478464","-2.244959"
"M2 5DA","53.479212","-2.248323"
"M2 5DB","53.479274","-2.244557"
"M2 5EA","53.479576","-2.246382"
"M2 5EB","53.479558","-2.246276"
"M2 5GB","53.478164","-2.24684"
"M2 5GP","53.477855","-2.24765"
"M2 5GU","53.478652","-2.248815"
"M2 5HD","53.479235","-2.246184"
"M2 5HS","53.479456","-2.247827"
"M2 5HT","53.479303","-2.247011"
"M2 5HX","53.479428","-2.247298"
"M2 5JB","53.479534","-2.248278"
"M2 5JJ","53.479439","-2.24727"
"M2 5LE","53.479207","-2.246379"
"M2 5LN","53.479548","-2.246698"
"M2 5ND","53.479169","-2.247555"
"M2 5NH","53.478809","-2.247974"
"M2 5NS","53.478353","-2.245619"
"M2 5NT","53.478067","-2.24571"
"M2 5PB","53.478049","-2.246056"
"M2 5PD","53.477944","-2.244594"
"M2 5PE","53.478849","-2.245654"
"M2 5PF","53.478838","-2.245893"
"M2 5QJ","53.47827","-2.247564"
"M2 5QR","53.478276","-2.24827"
"M2 5WA","53.478971","-2.246798"
"M2 5WD","53.479186","-2.248037"
"M2 5WG","53.478651","-2.245969"
"M2 5WQ","53.47858","-2.245457"
"M2 5WR","53.478651","-2.245969"
"M2 6AA","53.481301","-2.245922"
"M2 6AB","53.481339","-2.24591"
"M2 6AD","53.481399","-2.246043"
"M2 6AF","53.481392","-2.246211"
"M2 6AG","53.481193","-2.246918"
"M2 6AJ","53.481329","-2.245244"
"M2 6AL","53.480438","-2.245827"
"M2 6AN","53.481363","-2.246374"
"M2 6AQ","53.481246","-2.24731"
"M2 6AW","53.481424","-2.247113"
"M2 6AY","53.48112","-2.246584"
"M2 6AZ","53.481111","-2.246478"
"M2 6BA","53.481085","-2.246192"
"M2 6BE","53.481356","-2.24606"
"M2 6DE","53.48104","-2.246026"
"M2 6DG","53.481112","-2.246993"
"M2 6DN","53.480584","-2.245785"
"M2 6DQ","53.480923","-2.247067"
"M2 6DW","53.480912","-2.246809"
"M2 6EG","53.481173","-2.246961"
"M2 6EQ","53.480983","-2.247291"
"M2 6ET","53.480841","-2.247383"
"M2 6EX","53.481138","-2.247445"
"M2 6FW","53.480679","-2.246807"
"M2 6HQ","53.480313","-2.246416"
"M2 6HY","53.480331","-2.246537"
"M2 6JP","53.48056","-2.247575"
"M2 6JR","53.480436","-2.246987"
"M2 6LE","53.480186","-2.24587"
"M2 6LN","53.480151","-2.246264"
"M2 6LW","53.479829","-2.24566"
"M2 6XX","53.4806","-2.245782"
"M2 7AE","53.482446","-2.244952"
"M2 7AQ","53.481906","-2.244645"
"M2 7AR","53.48124","-2.244972"
"M2 7AT","53.481259","-2.245306"
"M2 7AY","53.481259","-2.245111"
"M2 7AZ","53.481242","-2.245005"
"M2 7BR","53.482896","-2.244577"
"M2 7DA","53.482896","-2.244577"
"M2 7DD","53.482896","-2.244577"
"M2 7DH","53.482879","-2.244502"
"M2 7EA","53.482635","-2.245043"
"M2 7EE","53.483031","-2.244593"
"M2 7EF","53.482446","-2.244952"
"M2 7EN","53.482896","-2.244577"
"M2 7EP","53.482896","-2.244577"
"M2 7FE","53.48304","-2.244593"
"M2 7FL","53.482896","-2.244593"
"M2 7HA","53.48284","-2.245632"
"M2 7HD","53.482514","-2.245839"
"M2 7HG","53.482199","-2.246198"
"M2 7HN","53.482424","-2.246004"
"M2 7HQ","53.482236","-2.245837"
"M2 7HW","53.482451","-2.245944"
"M2 7JB","53.482013","-2.245974"
"M2 7LE","53.481547","-2.245007"
"M2 7LF","53.481679","-2.246379"
"M2 7LG","53.482021","-2.246531"
"M2 7LN","53.481367","-2.245202"
"M2 7LP","53.481679","-2.246379"
"M2 7LQ","53.481544","-2.246709"
"M2 7LR","53.482083","-2.246833"
"M2 7LU","53.481812","-2.246693"
"M2 7PB","53.481925","-2.244798"
"M2 7PE","53.482446","-2.244952"
"M2 7PF","53.482149","-2.245055"
"M2 7PS","53.48196","-2.245386"
"M2 7PW","53.482104","-2.245341"
"M20 1AA","53.43831","-2.2327"
"M20 1AB","53.438724","-2.232612"
"M20 1AD","53.439492","-2.235266"
"M20 1AE","53.437663","-2.232606"
"M20 1AF","53.437688","-2.233961"
"M20 1AG","53.438832","-2.237189"
"M20 1AH","53.439069","-2.235293"
"M20 1AJ","53.435989","-2.233696"
"M20 1AL","53.436994","-2.234604"
"M20 1AN","53.437244","-2.235675"
"M20 1AP","53.437482","-2.237798"
"M20 1AQ","53.439297","-2.238275"
"M20 1AR","53.4384","-2.237216"
"M20 1AS","53.438485","-2.23517"
"M20 1AT","53.437875","-2.23482"
"M20 1AW","53.436577","-2.236408"
"M20 1AX","53.435351","-2.238358"
"M20 1AY","53.435071","-2.239064"
"M20 1BA","53.440151","-2.238431"
"M20 1BB","53.439791","-2.238504"
"M20 1BD","53.440684","-2.241339"
"M20 1BE","53.440205","-2.242872"
"M20 1BF","53.440671","-2.238825"
"M20 1BG","53.439531","-2.242582"
"M20 1BH","53.440374","-2.243625"
"M20 1BJ","53.439865","-2.242132"
"M20 1BL","53.439366","-2.239841"
"M20 1BN","53.437218","-2.239423"
"M20 1BP","53.438295","-2.240558"
"M20 1BQ","53.439472","-2.240594"
"M20 1BR","53.438445","-2.241883"
"M20 1BS","53.437848","-2.243807"
"M20 1BT","53.437817","-2.241157"
"M20 1BU","53.439098","-2.243513"
"M20 1BW","53.437559","-2.240057"
"M20 1BY","53.440273","-2.239258"
"M20 1BZ","53.440341","-2.237844"
"M20 1DA","53.436592","-2.237869"
"M20 1DB","53.43592","-2.241327"
"M20 1DD","53.435691","-2.234492"
"M20 1DE","53.436117","-2.237354"
"M20 1DF","53.435891","-2.23779"
"M20 1DG","53.436017","-2.242231"
"M20 1DH","53.437212","-2.238294"
"M20 1DJ","53.437939","-2.238569"
"M20 1DL","53.436652","-2.23945"
"M20 1DN","53.435744","-2.239505"
"M20 1DP","53.435354","-2.241519"
"M20 1DQ","53.436281","-2.240908"
"M20 1DR","53.436365","-2.243482"
"M20 1DS","53.436453","-2.240126"
"M20 1DT","53.437188","-2.241003"
"M20 1DU","53.43778","-2.241789"
"M20 1DW","53.435284","-2.24033"
"M20 1DX","53.437193","-2.24296"
"M20 1DZ","53.435903","-2.24077"
"M20 1EA","53.434047","-2.243168"
"M20 1EB","53.434307","-2.237795"
"M20 1ED","53.431681","-2.239542"
"M20 1EE","53.430886","-2.241675"
"M20 1EF","53.431868","-2.240672"
"M20 1EG","53.434459","-2.243757"
"M20 1EH","53.43316","-2.241673"
"M20 1EJ","53.434269","-2.244659"
"M20 1EL","53.43482","-2.243052"
"M20 1EN","53.434293","-2.241258"
"M20 1EP","53.433033","-2.2425"
"M20 1EQ","53.432469","-2.236777"
"M20 1ER","53.434116","-2.235447"
"M20 1ET","53.432055","-2.237121"
"M20 1EU","53.432656","-2.23729"
"M20 1EW","53.43329","-2.239792"
"M20 1EX","53.433254","-2.23496"
"M20 1EY","53.434398","-2.238308"
"M20 1EZ","53.434047","-2.238472"
"M20 1FA","53.432837","-2.241565"
"M20 1FB","53.43264","-2.236417"
"M20 1FD","53.430545","-2.241462"
"M20 1FE","53.432526","-2.239396"
"M20 1FF","53.433426","-2.23907"
"M20 1FG","53.432871","-2.237652"
"M20 1FH","53.433341","-2.241267"
"M20 1FJ","53.434808","-2.244467"
"M20 1FL","53.433808","-2.241405"
"M20 1FN","53.432424","-2.240976"
"M20 1FP","53.433864","-2.244868"
"M20 1FQ","53.432517","-2.243866"
"M20 1FR","53.418503","-2.235541"
"M20 1FT","53.432947","-2.235681"
"M20 1FU","53.43351","-2.23743"
"M20 1FW","53.433245","-2.244142"
"M20 1FX","53.433355","-2.233832"
"M20 1FY","53.434929","-2.242586"
"M20 1FZ","53.435396","-2.242513"
"M20 1GA","53.438531","-2.233603"
"M20 1GB","53.437842","-2.233375"
"M20 1GD","53.439068","-2.236091"
"M20 1GE","53.43602","-2.23526"
"M20 1GF","53.436502","-2.233729"
"M20 1GG","53.436704","-2.235988"
"M20 1GH","53.437824","-2.237695"
"M20 1GJ","53.439172","-2.237718"
"M20 1GN","53.438094","-2.237516"
"M20 1GP","53.438736","-2.235397"
"M20 1GQ","53.438629","-2.23404"
"M20 1GR","53.438071","-2.235619"
"M20 1GS","53.436513","-2.23689"
"M20 1GT","53.436082","-2.235742"
"M20 1GU","53.440685","-2.240254"
"M20 1GW","53.440326","-2.239755"
"M20 1GX","53.440192","-2.240418"
"M20 1GY","53.44061","-2.242528"
"M20 1GZ","53.439073","-2.242308"
"M20 1HA","53.436696","-2.244252"
"M20 1HB","53.431172","-2.236814"
"M20 1HD","53.434572","-2.24588"
"M20 1HE","53.433304","-2.245978"
"M20 1HF","53.432521","-2.246606"
"M20 1HG","53.431813","-2.236457"
"M20 1HH","53.433067","-2.247587"
"M20 1HJ","53.432029","-2.245218"
"M20 1HL","53.430819","-2.238965"
"M20 1HN","53.430848","-2.238017"
"M20 1HP","53.432883","-2.245313"
"M20 1HQ","53.430375","-2.23973"
"M20 1HR","53.430879","-2.236031"
"M20 1HS","53.431785","-2.237195"
"M20 1HT","53.43127","-2.238546"
"M20 1HU","53.430693","-2.239476"
"M20 1HW","53.42848","-2.240382"
"M20 1HX","53.430061","-2.240556"
"M20 1HY","53.429873","-2.239335"
"M20 1HZ","53.430012","-2.238298"
"M20 1JA","53.430322","-2.236223"
"M20 1JB","53.430141","-2.236448"
"M20 1JD","53.429216","-2.236368"
"M20 1JE","53.429699","-2.237318"
"M20 1JF","53.429977","-2.237922"
"M20 1JG","53.428648","-2.241527"
"M20 1JJ","53.430733","-2.237053"
"M20 1JL","53.429035","-2.241544"
"M20 1JN","53.427717","-2.239535"
"M20 1JP","53.429426","-2.239063"
"M20 1JQ","53.428623","-2.240804"
"M20 1JR","53.429268","-2.241771"
"M20 1JS","53.430172","-2.243702"
"M20 1JT","53.430619","-2.244864"
"M20 1JU","53.430744","-2.245166"
"M20 1JX","53.431325","-2.246644"
"M20 1JY","53.431575","-2.247323"
"M20 1JZ","53.43213","-2.24859"
"M20 1LD","53.427299","-2.241745"
"M20 1LH","53.427658","-2.241957"
"M20 1LJ","53.427765","-2.242635"
"M20 1LL","53.426895","-2.241742"
"M20 1LP","53.429422","-2.23983"
"M20 1LR","53.439507","-2.241347"
"M20 1LS","53.430811","-2.247454"
"M20 1LT","53.438806","-2.236496"
"M20 1LU","53.428675","-2.241572"
"M20 1LW","53.429122","-2.246992"
"M20 1LX","53.429124","-2.246165"
"M20 1LY","53.428684","-2.245741"
"M20 1NA","53.436232","-2.245994"
"M20 1NB","53.428946","-2.244447"
"M20 1NE","53.433072","-2.244381"
"M20 1NG","53.432811","-2.244575"
"M20 1PA","53.438558","-2.239159"
"M20 1PB","53.438854","-2.239778"
"M20 1PD","53.437489","-2.239003"
"M20 1PE","53.438628","-2.240243"
"M20 1PF","53.438902","-2.242398"
"M20 1PG","53.438823","-2.241554"
"M20 1PH","53.438541","-2.243359"
"M20 1PJ","53.436576","-2.241286"
"M20 1PL","53.436945","-2.241423"
"M20 1PN","53.437329","-2.242554"
"M20 1PP","53.437327","-2.243518"
"M20 1QA","53.429964","-2.239833"
"M20 1QB","53.42889","-2.24204"
"M20 1QD","53.430038","-2.243371"
"M20 1QE","53.429892","-2.244077"
"M20 1QF","53.4304","-2.245284"
"M20 1QG","53.430733","-2.246189"
"M20 1QH","53.431142","-2.24726"
"M20 1QJ","53.431564","-2.248436"
"M20 2AA","53.416036","-2.245035"
"M20 2AE","53.414873","-2.235069"
"M20 2AF","53.425952","-2.253294"
"M20 2AH","53.421492","-2.249611"
"M20 2AJ","53.420975","-2.243318"
"M20 2AL","53.427617","-2.249015"
"M20 2AN","53.427979","-2.247663"
"M20 2AU","53.41025","-2.225821"
"M20 2AY","53.416791","-2.231904"
"M20 2AZ","53.427882","-2.247136"
"M20 2BA","53.407842","-2.226802"
"M20 2BB","53.425777","-2.243286"
"M20 2BG","53.421965","-2.24829"
"M20 2BH","53.413605","-2.230564"
"M20 2BN","53.411799","-2.229049"
"M20 2BX","53.420624","-2.244581"
"M20 2BY","53.425014","-2.238526"
"M20 2DB","53.414696","-2.233639"
"M20 2DF","53.421676","-2.231059"
"M20 2DG","53.418518","-2.232396"
"M20 2DH","53.424154","-2.246031"
"M20 2DJ","53.421236","-2.23044"
"M20 2DN","53.418842","-2.232112"
"M20 2DP","53.416245","-2.232143"
"M20 2DR","53.415639","-2.232319"
"M20 2DS","53.411425","-2.232011"
"M20 2DU","53.427579","-2.250219"
"M20 2DW","53.417567","-2.231744"
"M20 2DX","53.408195","-2.225465"
"M20 2DY","53.421725","-2.2457"
"M20 2EA","53.430546","-2.24974"
"M20 2EB","53.430782","-2.248703"
"M20 2ED","53.429127","-2.248814"
"M20 2EF","53.439339","-2.221159"
"M20 2EH","53.419064","-2.242691"
"M20 2EJ","53.419038","-2.242014"
"M20 2EL","53.418784","-2.242147"
"M20 2EN","53.430234","-2.248504"
"M20 2EP","53.411589","-2.230673"
"M20 2EQ","53.411392","-2.230085"
"M20 2ES","53.424883","-2.249481"
"M20 2ET","53.430562","-2.24974"
"M20 2EU","53.430205","-2.248398"
"M20 2EW","53.425269","-2.254434"
"M20 2EY","53.430096","-2.249948"
"M20 2EZ","53.408103","-2.226157"
"M20 2FA","53.420209","-2.245331"
"M20 2FD","53.411305","-2.22864"
"M20 2FE","53.416706","-2.239909"
"M20 2FF","53.418468","-2.238233"
"M20 2FG","53.417666","-2.236273"
"M20 2FH","53.417503","-2.236513"
"M20 2FJ","53.417405","-2.245014"
"M20 2FL","53.417236","-2.235353"
"M20 2FN","53.411015","-2.229857"
"M20 2FQ","53.410845","-2.229676"
"M20 2FR","53.422503","-2.248624"
"M20 2FW","53.417384","-2.231817"
"M20 2GA","53.420784","-2.245319"
"M20 2GB","53.418407","-2.247321"
"M20 2GD","53.419567","-2.247298"
"M20 2GE","53.419874","-2.23755"
"M20 2GF","53.415544","-2.240971"
"M20 2GH","53.421359","-2.241124"
"M20 2GJ","53.419382","-2.236433"
"M20 2GL","53.418357","-2.236744"
"M20 2GN","53.41896","-2.236446"
"M20 2GP","53.41954","-2.238375"
"M20 2GT","53.416672","-2.238931"
"M20 2GU","53.416415","-2.239922"
"M20 2GW","53.418165","-2.238202"
"M20 2GX","53.416579","-2.235906"
"M20 2GY","53.417856","-2.235552"
"M20 2GZ","53.417945","-2.236049"
"M20 2HJ","53.409862","-2.226692"
"M20 2HL","53.425817","-2.241601"
"M20 2HN","53.425952","-2.24106"
"M20 2HW","53.412012","-2.230329"
"M20 2HY","53.409916","-2.226692"
"M20 2JA","53.427404","-2.24775"
"M20 2JB","53.427404","-2.24775"
"M20 2JD","53.427471","-2.245538"
"M20 2JE","53.408011","-2.227736"
"M20 2JF","53.426841","-2.246076"
"M20 2JJ","53.425197","-2.24104"
"M20 2JL","53.422843","-2.245015"
"M20 2JN","53.422917","-2.244368"
"M20 2JP","53.42698","-2.248289"
"M20 2JQ","53.426786","-2.246753"
"M20 2JR","53.428175","-2.239778"
"M20 2JS","53.427905","-2.240017"
"M20 2JT","53.421534","-2.242539"
"M20 2JW","53.420346","-2.247558"
"M20 2JX","53.42024","-2.246504"
"M20 2JY","53.42729","-2.246274"
"M20 2LA","53.426516","-2.242207"
"M20 2LB","53.427628","-2.243613"
"M20 2LD","53.409755","-2.227399"
"M20 2LE","53.426512","-2.244268"
"M20 2LF","53.426675","-2.243833"
"M20 2LG","53.426383","-2.245848"
"M20 2LH","53.424886","-2.243823"
"M20 2LJ","53.424445","-2.244422"
"M20 2LL","53.423976","-2.244961"
"M20 2LN","53.426273","-2.242521"
"M20 2LP","53.42727","-2.243084"
"M20 2LQ","53.426441","-2.244087"
"M20 2LR","53.425198","-2.245239"
"M20 2LS","53.408833","-2.225228"
"M20 2LT","53.429019","-2.25253"
"M20 2LU","53.428051","-2.247889"
"M20 2LW","53.426406","-2.243275"
"M20 2LX","53.409755","-2.227399"
"M20 2LY","53.409225","-2.227336"
"M20 2LZ","53.425264","-2.2439"
"M20 2NA","53.424326","-2.245023"
"M20 2NB","53.423439","-2.246824"
"M20 2ND","53.426826","-2.244842"
"M20 2NE","53.42665","-2.250334"
"M20 2NF","53.411447","-2.229498"
"M20 2NG","53.42698","-2.244196"
"M20 2NH","53.426635","-2.24144"
"M20 2NJ","53.426017","-2.240037"
"M20 2NL","53.424906","-2.242724"
"M20 2NN","53.423888","-2.243907"
"M20 2NP","53.425635","-2.250237"
"M20 2NQ","53.4253","-2.251003"
"M20 2NR","53.42577","-2.237959"
"M20 2NS","53.426496","-2.239031"
"M20 2NT","53.427779","-2.240182"
"M20 2NU","53.42574","-2.239554"
"M20 2NW","53.423788","-2.244584"
"M20 2NX","53.423955","-2.242237"
"M20 2NY","53.422478","-2.243433"
"M20 2NZ","53.422308","-2.242875"
"M20 2PA","53.424471","-2.240209"
"M20 2PB","53.425372","-2.239085"
"M20 2PD","53.426552","-2.238129"
"M20 2PE","53.421286","-2.245909"
"M20 2PF","53.421245","-2.248677"
"M20 2PG","53.421979","-2.250111"
"M20 2PN","53.421347","-2.242719"
"M20 2PQ","53.421841","-2.247432"
"M20 2PR","53.417826","-2.245994"
"M20 2PS","53.419803","-2.24599"
"M20 2PT","53.422384","-2.249797"
"M20 2PU","53.422303","-2.245674"
"M20 2PW","53.421107","-2.244568"
"M20 2PX","53.420962","-2.246464"
"M20 2PY","53.419982","-2.246608"
"M20 2PZ","53.421803","-2.242841"
"M20 2QA","53.420915","-2.247321"
"M20 2QB","53.418851","-2.236776"
"M20 2QD","53.423021","-2.241465"
"M20 2QE","53.439339","-2.221159"
"M20 2QF","53.422391","-2.242198"
"M20 2QG","53.421861","-2.242075"
"M20 2QH","53.422132","-2.241234"
"M20 2QJ","53.421424","-2.239951"
"M20 2QL","53.417836","-2.236575"
"M20 2QN","53.418356","-2.237195"
"M20 2QP","53.417949","-2.238517"
"M20 2QQ","53.418701","-2.235587"
"M20 2QR","53.410435","-2.229238"
"M20 2QT","53.417149","-2.238542"
"M20 2QU","53.417295","-2.241808"
"M20 2QW","53.41849","-2.237632"
"M20 2QX","53.416685","-2.236719"
"M20 2QY","53.416102","-2.235889"
"M20 2QZ","53.417764","-2.234949"
"M20 2RA","53.417053","-2.237082"
"M20 2RB","53.413761","-2.232234"
"M20 2RG","53.410777","-2.228939"
"M20 2RH","53.415042","-2.231189"
"M20 2RJ","53.414503","-2.230975"
"M20 2RN","53.413163","-2.231434"
"M20 2RQ","53.40998","-2.231808"
"M20 2RT","53.411518","-2.226521"
"M20 2RU","53.413905","-2.233514"
"M20 2RW","53.412976","-2.23035"
"M20 2RY","53.409074","-2.226358"
"M20 2RZ","53.409462","-2.228841"
"M20 2SB","53.40692","-2.228361"
"M20 2SD","53.406551","-2.229593"
"M20 2SE","53.408666","-2.228025"
"M20 2SG","53.410269","-2.230937"
"M20 2SL","53.408128","-2.226141"
"M20 2SN","53.41109","-2.223765"
"M20 2SP","53.408017","-2.228894"
"M20 2SQ","53.415592","-2.234757"
"M20 2SS","53.41558","-2.236307"
"M20 2ST","53.414847","-2.234197"
"M20 2SU","53.415471","-2.236998"
"M20 2SW","53.407325","-2.228875"
"M20 2SX","53.414785","-2.238484"
"M20 2SY","53.414445","-2.237685"
"M20 2SZ","53.414065","-2.238766"
"M20 2TA","53.415096","-2.240066"
"M20 2TB","53.41529","-2.237765"
"M20 2TD","53.414189","-2.235261"
"M20 2TE","53.413946","-2.235651"
"M20 2TF","53.413504","-2.236235"
"M20 2TG","53.414334","-2.234615"
"M20 2TH","53.413682","-2.237184"
"M20 2TJ","53.41301","-2.236022"
"M20 2TL","53.417228","-2.243869"
"M20 2TN","53.416456","-2.243489"
"M20 2TP","53.419975","-2.240891"
"M20 2TQ","53.416733","-2.244318"
"M20 2TR","53.420687","-2.240172"
"M20 2TS","53.42029","-2.240832"
"M20 2TT","53.42","-2.24214"
"M20 2TW","53.414291","-2.238451"
"M20 2TX","53.419696","-2.241175"
"M20 2TY","53.419107","-2.239215"
"M20 2TZ","53.418384","-2.240882"
"M20 2UA","53.417915","-2.241797"
"M20 2UB","53.415197","-2.239314"
"M20 2UD","53.415201","-2.245949"
"M20 2UE","53.41479","-2.249256"
"M20 2UF","53.416366","-2.247761"
"M20 2UG","53.413669","-2.237875"
"M20 2UJ","53.419418","-2.244212"
"M20 2UL","53.419202","-2.245641"
"M20 2UN","53.420557","-2.242143"
"M20 2UP","53.418365","-2.241528"
"M20 2UQ","53.417375","-2.242305"
"M20 2UR","53.426974","-2.251224"
"M20 2UT","53.423131","-2.248417"
"M20 2UU","53.423953","-2.247594"
"M20 2UW","53.420398","-2.243796"
"M20 2UX","53.423954","-2.246842"
"M20 2UY","53.42396","-2.248242"
"M20 2UZ","53.424337","-2.248575"
"M20 2WA","53.423354","-2.246071"
"M20 2WD","53.411278","-2.224262"
"M20 2WE","53.411016","-2.224772"
"M20 2WF","53.416484","-2.247009"
"M20 2WG","53.41721","-2.246727"
"M20 2WH","53.426538","-2.240386"
"M20 2WJ","53.424953","-2.242108"
"M20 2WL","53.425139","-2.243087"
"M20 2WN","53.424115","-2.243021"
"M20 2WP","53.411473","-2.225647"
"M20 2WQ","53.423481","-2.245485"
"M11 3WA","53.479128","-2.20761"
"M11 3WB","53.479678","-2.206979"
"M11 3WD","53.479805","-2.206227"
"M11 3WH","53.479303","-2.205124"
"M11 3WU","53.475026","-2.208507"
"M11 4AA","53.483573","-2.189051"
"M11 4AF","53.485279","-2.195493"
"M11 4AS","53.484553","-2.188633"
"M11 4AU","53.48519","-2.19489"
"M11 4AY","53.485029","-2.194302"
"M11 4BA","53.486849","-2.180053"
"M11 4BD","53.48298","-2.193025"
"M11 4BF","53.486821","-2.180852"
"M11 4BG","53.486796","-2.179631"
"M11 4BH","53.486557","-2.183202"
"M11 4BJ","53.486493","-2.184045"
"M11 4BL","53.488216","-2.185666"
"M11 4BN","53.487962","-2.18693"
"M11 4BP","53.488794","-2.183799"
"M11 4BQ","53.489126","-2.184313"
"M11 4BR","53.488464","-2.182125"
"M11 4BT","53.485272","-2.188652"
"M11 4BU","53.486186","-2.189046"
"M11 4BW","53.487298","-2.180658"
"M11 4BX","53.485547","-2.196429"
"M11 4BZ","53.486429","-2.190149"
"M11 4DB","53.485501","-2.197001"
"M11 4DF","53.486565","-2.189637"
"M11 4DG","53.48595","-2.197365"
"M11 4DH","53.486661","-2.19654"
"M11 4DN","53.486159","-2.195859"
"M11 4DQ","53.486382","-2.19684"
"M11 4DU","53.486412","-2.195137"
"M11 4DW","53.485662","-2.197469"
"M11 4DX","53.483614","-2.173334"
"M11 4DY","53.486387","-2.194278"
"M11 4DZ","53.482885","-2.185838"
"M11 4EA","53.483585","-2.187077"
"M11 4EB","53.484432","-2.185438"
"M11 4ED","53.485177","-2.180257"
"M11 4EE","53.485294","-2.184868"
"M11 4EF","53.483961","-2.18658"
"M11 4EG","53.487263","-2.185872"
"M11 4EH","53.485019","-2.183692"
"M11 4EJ","53.484308","-2.184157"
"M11 4EL","53.485413","-2.184583"
"M11 4EN","53.485904","-2.18674"
"M11 4EP","53.485369","-2.188319"
"M11 4EQ","53.486542","-2.186909"
"M11 4ES","53.484153","-2.185648"
"M11 4ET","53.484107","-2.185134"
"M11 4EU","53.484001","-2.185466"
"M11 4EW","53.485686","-2.18716"
"M11 4EX","53.485116","-2.184733"
"M11 4EY","53.484982","-2.184386"
"M11 4EZ","53.483946","-2.185948"
"M11 4FB","53.485363","-2.180648"
"M11 4FE","53.484844","-2.186344"
"M11 4FF","53.48426","-2.186417"
"M11 4FG","53.48773","-2.186025"
